Sweden, Life expectancy at birth (period, 1x1)     Last modified: 28-Jun-2013, MPv5 (May07)

Year     Female    Male   Total
1822      44.80   40.66   42.73
1823      47.35   42.98   45.16
1824      47.24   42.65   44.94
1825      47.57   42.88   45.22
1826      45.38   40.78   43.06
1827      44.58   40.68   42.63
1828      40.25   35.30   37.72
1829      38.57   33.86   36.16
1830      43.40   38.54   40.94
1831      41.13   36.82   38.94
1832      42.55   39.08   40.81
1833      44.66   40.31   42.47
1834      40.85   36.26   38.51
1835      49.32   44.91   47.12
1836      47.21   43.01   45.11
1837      41.76   37.40   39.55
1838      42.19   37.80   39.96
1839      41.73   37.96   39.83
1840      46.10   41.81   43.94
1841      47.20   43.01   45.11
1842      45.00   40.55   42.76
1843      44.82   40.77   42.79
1844      46.88   41.18   43.98
1845      48.47   43.47   45.95
1846      43.90   40.12   42.01
1847      41.91   38.30   40.09
1848      47.26   42.96   45.10
1849      46.81   42.17   44.47
1850      47.26   42.14   44.66
1851      46.07   41.17   43.58
1852      43.70   39.01   41.31
1853      41.93   38.03   39.96
1854      46.49   42.52   44.50
1855      44.78   41.29   43.03
1856      44.00   40.21   42.09
1857      36.57   32.70   34.59
1858      43.58   40.35   41.95
1859      46.16   42.32   44.23
1860      50.26   46.59   48.44
1861      48.93   45.24   47.09
1862      44.05   41.00   42.53
1863      46.99   43.72   45.36
1864      46.45   43.03   44.73
1865      47.40   43.32   45.35
1866      46.80   42.61   44.69
1867      48.17   44.09   46.11
1868      45.09   41.30   43.18
1869      42.65   39.18   40.90
1870      46.81   43.15   44.97
1871      50.67   47.17   48.92
1872      51.92   48.07   50.00
1873      50.35   46.91   48.64
1874      46.12   42.35   44.23
1875      46.44   42.67   44.54
1876      46.32   43.21   44.77
1877      47.77   44.19   45.98
1878      47.98   45.36   46.68
1879      50.26   47.46   48.87
1880      49.08   46.07   47.58
1881      49.94   46.93   48.45
1882      50.11   46.93   48.53
1883      50.51   47.40   48.96
1884      50.67   47.51   49.10
1885      50.42   47.31   48.87
1886      51.90   49.13   50.52
1887      52.85   49.91   51.39
1888      53.53   51.01   52.29
1889      53.39   51.08   52.26
1890      51.77   49.08   50.44
1891      52.53   49.57   51.05
1892      51.83   49.32   50.58
1893      52.63   49.98   51.32
1894      53.17   50.91   52.05
1895      55.38   52.84   54.13
1896      54.67   52.18   53.44
1897      55.32   52.81   54.08
1898      56.07   53.19   54.64
1899      52.28   49.51   50.90
1900      53.62   50.79   52.21
1901      54.08   51.63   52.87
1902      55.90   53.53   54.73
1903      56.45   53.62   55.05
1904      56.52   54.19   55.36
1905      55.75   53.23   54.50
1906      57.78   55.48   56.65
1907      58.13   55.73   56.95
1908      57.52   55.22   56.38
1909      59.53   57.20   58.38
1910      59.06   56.44   57.76
1911      59.44   56.54   58.00
1912      59.12   56.38   57.76
1913      60.03   57.24   58.65
1914      59.48   56.97   58.24
1915      58.41   55.92   57.17
1916      59.33   57.02   58.19
1917      60.09   57.59   58.85
1918      51.43   48.21   49.81
1919      57.99   55.11   56.55
1920      60.13   57.44   58.78
1921      62.30   59.71   61.01
1922      61.89   60.17   61.03
1923      64.10   61.81   62.96
1924      63.10   60.83   61.97
1925      63.71   61.39   62.55
1926      63.80   61.74   62.78
1927      62.64   60.48   61.56
1928      63.25   61.26   62.26
1929      63.43   61.20   62.31
1930      64.21   62.14   63.18
1931      63.60   61.73   62.66
1932      64.91   62.95   63.93
1933      65.97   63.65   64.81
1934      66.08   63.84   64.95
1935      66.05   63.67   64.85
1936      65.77   63.43   64.59
1937      65.83   63.44   64.63
1938      67.10   64.03   65.55
1939      67.70   65.07   66.38
1940      68.11   65.36   66.72
1941      68.32   65.75   67.03
1942      70.35   67.55   68.94
1943      70.09   67.33   68.70
1944      69.29   66.20   67.72
1945      69.52   67.15   68.32
1946      70.66   68.34   69.49
1947      70.61   68.30   69.45
1948      72.12   69.34   70.72
1949      72.14   69.45   70.79
1950      72.44   69.83   71.13
1951      72.70   70.03   71.35
1952      73.29   70.42   71.85
1953      73.39   70.42   71.89
1954      73.86   70.85   72.35
1955      74.14   71.05   72.58
1956      74.39   70.95   72.65
1957      74.26   70.73   72.47
1958      74.78   71.51   73.13
1959      75.19   71.56   73.35
1960      74.87   71.23   73.03
1961      75.38   71.64   73.49
1962      75.41   71.36   73.35
1963      75.62   71.54   73.54
1964      75.88   71.63   73.71
1965      76.08   71.73   73.87
1966      76.47   71.85   74.11
1967      76.54   71.85   74.14
1968      76.40   71.73   74.01
1969      76.64   71.73   74.13
1970      77.22   72.24   74.68
1971      77.38   71.96   74.60
1972      77.53   72.02   74.70
1973      77.71   72.15   74.85
1974      77.90   72.20   74.97
1975      77.94   72.17   74.97
1976      77.96   72.16   74.97
1977      78.57   72.41   75.39
1978      78.69   72.46   75.48
1979      78.72   72.50   75.52
1980      78.85   72.78   75.74
1981      79.14   73.08   76.04
1982      79.39   73.43   76.35
1983      79.64   73.63   76.58
1984      79.93   73.85   76.84
1985      79.69   73.78   76.69
1986      80.02   73.97   76.95
1987      80.14   74.16   77.11
1988      79.93   74.12   76.99
1989      80.56   74.78   77.65
1990      80.39   74.81   77.59
1991      80.54   74.94   77.72
1992      80.78   75.36   78.07
1993      80.77   75.49   78.14
1994      81.38   76.08   78.74
1995      81.44   76.17   78.82
1996      81.52   76.52   79.04
1997      81.80   76.70   79.27
1998      81.91   76.87   79.42
1999      81.89   77.07   79.51
2000      82.02   77.38   79.74
2001      82.05   77.54   79.83
2002      82.08   77.71   79.93
2003      82.41   77.90   80.19
2004      82.66   78.35   80.54
2005      82.75   78.42   80.62
2006      82.90   78.69   80.83
2007      82.95   78.92   80.97
2008      83.12   79.09   81.13
2009      83.33   79.33   81.36
2010      83.47   79.51   81.52
2011      83.67   79.79   81.76
